"user_id","order_date"
7758,2014-06-21
6914,2014-06-30
6358,2014-06-05
10018,2014-08-08
6510,2014-07-15
2048,2014-08-03
1416,2014-07-01
4408,2014-06-07
1440,2014-06-23
4574,2014-07-14
6534,2014-08-06
4632,2014-07-28
7718,2014-07-07
1536,2014-07-01
8486,2014-06-06
3926,2014-07-09
1254,2014-07-23
2022,2014-05-18
10458,2014-06-18
7108,2014-05-27
3704,2014-05-20
1138,2014-08-06
5552,2014-06-06
10170,2014-06-05
2654,2014-06-27
10298,2014-06-13
8392,2014-06-16
9284,2014-07-06
6062,2014-07-16
9826,2014-08-07
2134,2014-08-08
9126,2014-07-05
7126,2014-05-25
7774,2014-07-05
10954,2014-06-19
2990,2014-07-02
9170,2014-05-28
10832,2014-08-13
2768,2014-07-08
6376,2014-05-17
9116,2014-05-28
4156,2014-06-20
4534,2014-06-27
8512,2014-07-11
9038,2014-07-19
4844,2014-07-07
6296,2014-06-25
1338,2014-05-20
1268,2014-05-23
3818,2014-07-11
1908,2014-08-06
7772,2014-06-01
4150,2014-06-10
9990,2014-05-23
5402,2014-07-05
3904,2014-07-28
8384,2014-06-25
1196,2014-05-21
6056,2014-08-02
4464,2014-06-13
5362,2014-08-04
2088,2014-06-28
2322,2014-06-25
10970,2014-08-04
5928,2014-06-19
3396,2014-07-10
7962,2014-06-19
1512,2014-06-26
7944,2014-06-17
9684,2014-08-15
6050,2014-07-30
5910,2014-08-11
4164,2014-06-26
1650,2014-05-17
2596,2014-06-27
1074,2014-07-05
7378,2014-08-15
2382,2014-08-03
5422,2014-07-16
8248,2014-05-17
6708,2014-07-07
6012,2014-07-31
2148,2014-07-06
2058,2014-05-31
10818,2014-07-28
9508,2014-06-07
4618,2014-05-23
3544,2014-06-06
10064,2014-07-09
10678,2014-05-20
5512,2014-07-05
1756,2014-05-30
3200,2014-06-26
9514,2014-06-22
4800,2014-08-08
9562,2014-08-02
4396,2014-06-23
4346,2014-06-05
2706,2014-07-12
5388,2014-06-22
1606,2014-08-02
1438,2014-05-26
7988,2014-07-17
5124,2014-06-21
3930,2014-05-29
9778,2014-07-01
8798,2014-08-10
4796,2014-05-30
6976,2014-07-26
4784,2014-05-29
8876,2014-06-04
1276,2014-06-01
8994,2014-07-19
1984,2014-05-19
10568,2014-07-23
4208,2014-06-25
3636,2014-07-02
1902,2014-07-29
10246,2014-08-15
4770,2014-07-06
9254,2014-08-14
2712,2014-05-20
2010,2014-07-14
10328,2014-08-10
4666,2014-07-01
7566,2014-06-17
5152,2014-07-13
6106,2014-06-15
7010,2014-08-06
9826,2014-08-01
6468,2014-06-21
4626,2014-07-30
4816,2014-07-22
10898,2014-06-30
2298,2014-08-11
2888,2014-07-06
6716,2014-08-15
1992,2014-06-11
9378,2014-06-22
2418,2014-06-29
3592,2014-06-12
5372,2014-05-27
5718,2014-07-19
9122,2014-06-21
10268,2014-08-03
9028,2014-07-24
2234,2014-07-06
5538,2014-07-04
3214,2014-07-05
4200,2014-07-17
8910,2014-07-07
7542,2014-07-20
5236,2014-06-13
7318,2014-08-07
5162,2014-06-02
8804,2014-06-06
4540,2014-06-07
10746,2014-08-02
7932,2014-08-14
2082,2014-07-18
1012,2014-06-28
10568,2014-05-28
8926,2014-08-02
8290,2014-06-19
9592,2014-07-20
4176,2014-07-19
2568,2014-06-05
8586,2014-08-12
4816,2014-06-09
1952,2014-07-30
10088,2014-05-17
2268,2014-06-06
9966,2014-07-13
5040,2014-08-02
2286,2014-06-15
1258,2014-07-31
1238,2014-07-25
3598,2014-08-02
7584,2014-07-02
9970,2014-06-09
8482,2014-07-31
1966,2014-06-11
2438,2014-07-07
4258,2014-07-24
9660,2014-05-18
3630,2014-05-26
7624,2014-08-15
9140,2014-05-20
1644,2014-06-28
2148,2014-08-01
9626,2014-07-04
3448,2014-06-04
9496,2014-06-11
4370,2014-08-02
3154,2014-05-17
2990,2014-06-13
1030,2014-07-26
6880,2014-07-15
5152,2014-06-18
4730,2014-08-08
2870,2014-06-16
1112,2014-07-30
10950,2014-07-21
10864,2014-06-27
10084,2014-05-20
10790,2014-06-16
2714,2014-08-05
3612,2014-07-29
7642,2014-08-03
1470,2014-05-23
5002,2014-08-15
9482,2014-06-15
6226,2014-07-25
4710,2014-08-12
7618,2014-05-28
6080,2014-05-22
1036,2014-08-06
4484,2014-05-18
4502,2014-06-16
1566,2014-07-30
3006,2014-05-24
10678,2014-06-20
7356,2014-06-11
5216,2014-08-03
7290,2014-07-02
7274,2014-07-28
2056,2014-06-28
8292,2014-06-05
5938,2014-06-18
7448,2014-08-07
4272,2014-05-27
6278,2014-07-05
3906,2014-08-03
2584,2014-06-05
1698,2014-06-28
10752,2014-07-18
5682,2014-07-26
7680,2014-08-14
5516,2014-06-17
4460,2014-06-05
10436,2014-08-13
5498,2014-05-21
9932,2014-07-17
8190,2014-06-16
3606,2014-07-13
9756,2014-06-15
4060,2014-05-29
8220,2014-07-30
2696,2014-06-10
6014,2014-06-21
3150,2014-08-04
9256,2014-07-05
1880,2014-07-05
6802,2014-06-05
8814,2014-07-29
8604,2014-07-26
10314,2014-07-06
7316,2014-08-01
7598,2014-06-19
1504,2014-07-05
10474,2014-07-09
8936,2014-07-08
1390,2014-07-01
2688,2014-05-28
4884,2014-05-29
7850,2014-07-22
10772,2014-08-11
5330,2014-08-02
8496,2014-07-19
10916,2014-07-26
1568,2014-06-25
4956,2014-06-15
1758,2014-07-24
5426,2014-07-13
9924,2014-06-07
1954,2014-07-30
7072,2014-05-20
8862,2014-06-27
8190,2014-08-02
7718,2014-06-06
7568,2014-08-10
10710,2014-06-03
3416,2014-06-19
7370,2014-07-23
8658,2014-06-07
3232,2014-06-11
9426,2014-05-22
1076,2014-07-05
2038,2014-06-11
2736,2014-06-05
6672,2014-06-29
3224,2014-07-05
4338,2014-08-04
6324,2014-08-04
4662,2014-08-15
4778,2014-06-04
1682,2014-06-25
1210,2014-06-13
9608,2014-07-06
2400,2014-07-06
10898,2014-06-05
8396,2014-07-26
4402,2014-07-01
3172,2014-06-08
5020,2014-06-25
10216,2014-07-26
10956,2014-08-10
8658,2014-08-14
10068,2014-06-01
5198,2014-07-18
6968,2014-06-06
4744,2014-06-04
5122,2014-07-14
3106,2014-06-03
2044,2014-07-01
1948,2014-07-12
9656,2014-07-02
8092,2014-08-08
7032,2014-05-29
7574,2014-05-24
5616,2014-06-26
3710,2014-06-21
3310,2014-07-30
5658,2014-06-02
8120,2014-08-01
8618,2014-05-31
4612,2014-06-29
2674,2014-07-25
7222,2014-06-02
3770,2014-08-11
3832,2014-06-13
6654,2014-07-15
1670,2014-07-09
7740,2014-07-02
6954,2014-08-10
10656,2014-07-11
8098,2014-06-04
10830,2014-05-20
4078,2014-08-09
6116,2014-07-01
7338,2014-08-13
4996,2014-07-30
1816,2014-06-22
2100,2014-06-24
9434,2014-07-05
7160,2014-07-02
8776,2014-06-30
10076,2014-07-07
10764,2014-06-25
4124,2014-07-30
6910,2014-05-31
8102,2014-07-13
2376,2014-07-17
6542,2014-07-20
2676,2014-07-29
2106,2014-08-01
10330,2014-08-04
1224,2014-06-17
3996,2014-08-03
5754,2014-06-22
3436,2014-06-20
6740,2014-05-30
8152,2014-05-30
2226,2014-06-17
2010,2014-07-29
8400,2014-07-26
3214,2014-06-25
3722,2014-07-01
6936,2014-06-30
6516,2014-06-06
1872,2014-08-07
9192,2014-08-01
8460,2014-05-30
10022,2014-08-04
4326,2014-07-01
9138,2014-05-23
7450,2014-08-04
8130,2014-08-01
8538,2014-07-31
2608,2014-05-18
10514,2014-06-04
9284,2014-07-30
10112,2014-05-20
10304,2014-06-05
7956,2014-07-28
4364,2014-06-20
7994,2014-08-04
4726,2014-07-07
8888,2014-07-17
4484,2014-08-07
2860,2014-06-22
3830,2014-06-22
7420,2014-07-01
10950,2014-05-29
3422,2014-06-28
8446,2014-06-05
6134,2014-05-27
5964,2014-06-12
10576,2014-08-02
3522,2014-06-13
1468,2014-08-06
3786,2014-05-23
5626,2014-08-11
7156,2014-06-14
4616,2014-05-31
5912,2014-06-14
2078,2014-08-05
5858,2014-08-06
5450,2014-06-20
6734,2014-07-25
7020,2014-08-13
6508,2014-06-01
7230,2014-08-09
8618,2014-08-08
8602,2014-07-16
6896,2014-06-01
10524,2014-06-20
5316,2014-07-20
6426,2014-07-01
9390,2014-07-11
7220,2014-07-26
4204,2014-05-27
1886,2014-06-29
4736,2014-06-27
9746,2014-06-13
10840,2014-07-22
6608,2014-07-24
10650,2014-06-21
4310,2014-07-30
9394,2014-06-05
5416,2014-08-02
2812,2014-08-03
6430,2014-06-14
2880,2014-05-23
2786,2014-07-17
9788,2014-08-13
10232,2014-07-31
1596,2014-06-19
1034,2014-06-05
9484,2014-06-10
6928,2014-08-04
7852,2014-05-24
7250,2014-08-15
2208,2014-06-12
6760,2014-07-01
7748,2014-08-02
4848,2014-06-25
2922,2014-07-21
1272,2014-08-15
2614,2014-06-16
9896,2014-07-24
1138,2014-06-19
10074,2014-08-05
3184,2014-07-08
2270,2014-07-21
7052,2014-07-06
9090,2014-06-25
4730,2014-06-21
8766,2014-08-03
8532,2014-07-06
10524,2014-07-21
7500,2014-05-21
9540,2014-07-09
3158,2014-06-03
10372,2014-08-13
6036,2014-08-11
3014,2014-06-23
4276,2014-07-13
2998,2014-06-20
1788,2014-06-21
4374,2014-07-28
6894,2014-07-01
6332,2014-07-31
5938,2014-07-23
2224,2014-06-05
3452,2014-07-21
3654,2014-07-07
9932,2014-06-19
1318,2014-08-06
6338,2014-07-24
8034,2014-08-15
10010,2014-07-22
8484,2014-06-15
6326,2014-08-14
7162,2014-07-11
5404,2014-06-28
1090,2014-06-17
8514,2014-05-25
9742,2014-06-05
4450,2014-06-30
1284,2014-06-16
5064,2014-06-10
2084,2014-08-15
6414,2014-06-20
8556,2014-08-10
4166,2014-05-20
5274,2014-05-21
9048,2014-08-06
9118,2014-06-13
9062,2014-07-21
9006,2014-06-29
2414,2014-07-18
4834,2014-06-07
10478,2014-07-26
8116,2014-07-27
9488,2014-06-27
3144,2014-05-29
6242,2014-06-01
9068,2014-06-16
4322,2014-07-05
2286,2014-06-27
6766,2014-08-04
7468,2014-08-06
7522,2014-07-18
2848,2014-08-04
3222,2014-07-03
6680,2014-07-29
4892,2014-07-15
10378,2014-06-03
9602,2014-05-21
1506,2014-07-24
1100,2014-05-26
5112,2014-06-25
9484,2014-08-10
1526,2014-06-04
2504,2014-07-31
2036,2014-08-15
1116,2014-07-15
6536,2014-08-06
1958,2014-06-13
2746,2014-07-03
2282,2014-07-01
9560,2014-08-13
2918,2014-07-06
7150,2014-07-14
8548,2014-07-11
7208,2014-08-12
9842,2014-06-05
7008,2014-06-20
3762,2014-06-11
10280,2014-08-08
2218,2014-06-30
5314,2014-06-16
1370,2014-06-20
10264,2014-07-03
6926,2014-07-25
8298,2014-07-30
3348,2014-05-20
3506,2014-08-15
7868,2014-07-05
7152,2014-07-20
2118,2014-06-23
1192,2014-06-29
9326,2014-06-20
10522,2014-06-06
2558,2014-05-21
8138,2014-07-20
8392,2014-08-07
10414,2014-07-04
6260,2014-06-18
10784,2014-06-11
2746,2014-08-15
5304,2014-08-12
10792,2014-06-22
5724,2014-06-05
8804,2014-08-11
6404,2014-07-22
2464,2014-06-07
10356,2014-07-23
6484,2014-06-24
4538,2014-07-02
10528,2014-07-22
4510,2014-05-28
6660,2014-08-15
7650,2014-06-29
3466,2014-07-09
10266,2014-07-26
10876,2014-06-02
9886,2014-08-11
2658,2014-05-25
6168,2014-07-05
6602,2014-07-23
10458,2014-07-16
9378,2014-08-13
7384,2014-06-05
8970,2014-05-17
5646,2014-06-03
1164,2014-07-12
8756,2014-07-10
1572,2014-07-27
5146,2014-06-01
6480,2014-05-23
9904,2014-05-19
4542,2014-07-13
10732,2014-06-28
3876,2014-08-15
4396,2014-08-08
8668,2014-05-22
4866,2014-06-14
10754,2014-06-06
4016,2014-08-08
1564,2014-07-23
9770,2014-06-27
7646,2014-07-31
10696,2014-07-07
8304,2014-05-30
7620,2014-06-22
10134,2014-07-30
7236,2014-07-04
4912,2014-08-13
1806,2014-06-19
9776,2014-06-10
8664,2014-08-06
8954,2014-06-23
6026,2014-07-25
1408,2014-05-22
10446,2014-05-29
3120,2014-07-10
1804,2014-08-15
3432,2014-07-21
2642,2014-07-09
6406,2014-07-11
9514,2014-06-30
6526,2014-07-05
5318,2014-07-21
3014,2014-08-02
2452,2014-06-05
5400,2014-08-15
1380,2014-06-02
10642,2014-06-06
4322,2014-08-12
7692,2014-06-16
9154,2014-06-03
6958,2014-07-30
5578,2014-06-06
6268,2014-07-25
4324,2014-08-10
3698,2014-08-08
7242,2014-05-17
7982,2014-05-18
7386,2014-07-25
3564,2014-07-05
3882,2014-07-12
2146,2014-06-16
7338,2014-06-17
3550,2014-06-04
3962,2014-07-16
5578,2014-06-16
6232,2014-07-22
3636,2014-08-12
1490,2014-07-02
9298,2014-05-30
10762,2014-07-04
7026,2014-06-24
4966,2014-07-20
4718,2014-08-08
10772,2014-05-19
3996,2014-07-06
8596,2014-08-15
1444,2014-06-11
8456,2014-07-17
2590,2014-05-21
7036,2014-05-19
6740,2014-06-05
4540,2014-08-06
10236,2014-08-02
2700,2014-08-08
3752,2014-07-11
3792,2014-08-13
1504,2014-06-20
6754,2014-07-10
1076,2014-08-06
2330,2014-06-14
9558,2014-08-05
10338,2014-08-13
5778,2014-06-16
6924,2014-05-27
9778,2014-06-29
4184,2014-06-01
3396,2014-07-26
10402,2014-08-09
2288,2014-07-01
6460,2014-07-28
1348,2014-06-09
9350,2014-07-08
9608,2014-06-08
6270,2014-06-19
3736,2014-07-03
1126,2014-08-08
9406,2014-06-27
5486,2014-06-09
8750,2014-08-11
8320,2014-07-12
2402,2014-06-10
10730,2014-07-13
2148,2014-05-26
1492,2014-08-03
2954,2014-06-08
5166,2014-08-05
7312,2014-07-28
4542,2014-06-05
10444,2014-06-19
9682,2014-07-08
7192,2014-07-19
5704,2014-08-06
5812,2014-08-06
1976,2014-07-05
1556,2014-08-01
10222,2014-06-05
2422,2014-05-23
10536,2014-06-25
9394,2014-08-15
4572,2014-07-08
1214,2014-07-12
3116,2014-07-18
7826,2014-08-15
1826,2014-06-10
8330,2014-08-06
9684,2014-06-28
3350,2014-05-26
7866,2014-05-17
6144,2014-08-10
2536,2014-07-02
9696,2014-08-06
1232,2014-06-03
6362,2014-05-29
5696,2014-08-10
7706,2014-07-01
6716,2014-06-25
6172,2014-07-06
1258,2014-07-15
10894,2014-07-11
7210,2014-06-15
1152,2014-05-17
3808,2014-08-01
8868,2014-07-04
6328,2014-08-15
7974,2014-07-04
6534,2014-07-11
4076,2014-05-22
6512,2014-05-28
10542,2014-06-05
3124,2014-06-06
6490,2014-08-03
6140,2014-05-23
1518,2014-07-01
10804,2014-06-07
2360,2014-07-16
8986,2014-06-20
7936,2014-06-28
6286,2014-06-03
8586,2014-07-02
9654,2014-08-02
8388,2014-05-18
10676,2014-08-12
9148,2014-07-10
1992,2014-07-10
1952,2014-08-13
7294,2014-06-19
6050,2014-07-19
7496,2014-06-27
1780,2014-07-31
2996,2014-07-05
4650,2014-08-13
9776,2014-07-20
5250,2014-07-25
8412,2014-06-04
8734,2014-08-10
7478,2014-06-24
8842,2014-07-03
5708,2014-08-07
8914,2014-05-28
5086,2014-08-07
7180,2014-07-21
1194,2014-05-29
1504,2014-07-18
8978,2014-07-23
2774,2014-05-21
1546,2014-08-11
6228,2014-08-12
3798,2014-08-09
4554,2014-07-31
7712,2014-06-04
6294,2014-08-01
1564,2014-07-27
2924,2014-08-14
1430,2014-07-19
7944,2014-07-04
3284,2014-07-17
8692,2014-05-17
8922,2014-08-14
5294,2014-05-29
8580,2014-07-07
7202,2014-07-12
4696,2014-06-30
6386,2014-08-11
1860,2014-08-11
6284,2014-07-19
5224,2014-06-28
8434,2014-07-21
5904,2014-07-28
3514,2014-07-21
7924,2014-05-25
6948,2014-08-09
6630,2014-07-08
4342,2014-07-01
1688,2014-05-22
3342,2014-08-01
8064,2014-08-13
10336,2014-07-22
1196,2014-07-09
10080,2014-05-24
2172,2014-06-15
2582,2014-07-02
8260,2014-08-08
9844,2014-06-07
9124,2014-05-17
1014,2014-07-04
7842,2014-07-07
2220,2014-07-05
10240,2014-06-27
8086,2014-06-10
10802,2014-06-06
2868,2014-08-03
8040,2014-07-25
5150,2014-07-05
2828,2014-06-11
8512,2014-06-04
5306,2014-08-02
3590,2014-08-05
4502,2014-06-03
2380,2014-07-01
10450,2014-08-10
8036,2014-05-31
1746,2014-07-25
9140,2014-08-09
9652,2014-06-28
7076,2014-08-07
4604,2014-06-28
6294,2014-07-19
8504,2014-07-10
4112,2014-08-09
4594,2014-07-01
2482,2014-07-09
9090,2014-07-31
8426,2014-08-14
10120,2014-06-05
1772,2014-07-19
6164,2014-08-15
9166,2014-05-19
5758,2014-07-30
1430,2014-06-19
4284,2014-06-27
9014,2014-07-05
6444,2014-07-07
1396,2014-08-15
4084,2014-08-13
10710,2014-07-31
10848,2014-06-16
9906,2014-06-16
5308,2014-06-28
6080,2014-06-27
5586,2014-06-05
3630,2014-05-23
6108,2014-06-22
1100,2014-08-12
6028,2014-07-18
3912,2014-05-19
1596,2014-08-02
6584,2014-07-19
2160,2014-06-26
7974,2014-06-13
8522,2014-07-23
6362,2014-07-20
8974,2014-06-25
9244,2014-07-18
10036,2014-06-11
4738,2014-07-20
8836,2014-08-15
1110,2014-08-10
3664,2014-08-02
8828,2014-05-30
5316,2014-05-22
5750,2014-06-23
10326,2014-08-10
7206,2014-06-25
1584,2014-07-20
4348,2014-07-27
2820,2014-05-20
10042,2014-07-13
6362,2014-08-07
6944,2014-08-07
6604,2014-06-02
8310,2014-06-07
10572,2014-06-06
9228,2014-05-23
6270,2014-05-20
5900,2014-06-06
1430,2014-06-16
5792,2014-06-20
8976,2014-05-17
5450,2014-08-04
5888,2014-07-09
7408,2014-07-21
7218,2014-06-10
10586,2014-07-22
1830,2014-08-15
5710,2014-06-15
8062,2014-06-12
1668,2014-06-02
7404,2014-05-19
3622,2014-05-23
5538,2014-07-25
3614,2014-06-11
4736,2014-07-14
6966,2014-08-05
5418,2014-06-26
1060,2014-07-05
6220,2014-07-28
3360,2014-08-09
1074,2014-06-15
6370,2014-05-18
3628,2014-07-20
7086,2014-06-26
9160,2014-07-01
8268,2014-07-23
4280,2014-06-22
7790,2014-08-11
7552,2014-06-27
6354,2014-06-11
7132,2014-07-04
10798,2014-05-24
5144,2014-06-20
8370,2014-05-21
1150,2014-06-07
7726,2014-07-13
9012,2014-06-13
1412,2014-07-08
4716,2014-07-22
6974,2014-06-19
4700,2014-06-06
1976,2014-06-08
5618,2014-06-15
5882,2014-07-29
5202,2014-07-17
10248,2014-07-15
9790,2014-07-14
7828,2014-07-22
3750,2014-06-27
9150,2014-06-12
7174,2014-06-28
5156,2014-07-29
2792,2014-06-05
3740,2014-05-20
4774,2014-07-01
6222,2014-07-02
7360,2014-07-12
9448,2014-06-24
8646,2014-05-23
8298,2014-06-15
1714,2014-06-10
2998,2014-07-05
2148,2014-06-16
6470,2014-06-03
4378,2014-07-01
2392,2014-08-06
5774,2014-06-12
3284,2014-06-05
10682,2014-07-31
10482,2014-07-04
10310,2014-05-31
3076,2014-06-10
4544,2014-06-14
5686,2014-07-04
9296,2014-08-02
8940,2014-07-25
10014,2014-06-01
2234,2014-06-03
5978,2014-07-14
9974,2014-08-13
1582,2014-07-07
9360,2014-07-14
10494,2014-08-02
7572,2014-06-05
1048,2014-05-31
10014,2014-06-14
9108,2014-08-02
6078,2014-07-17
5034,2014-07-28
7406,2014-08-12
10338,2014-05-21
4226,2014-07-19
5984,2014-06-15
7194,2014-07-30
1804,2014-07-02
9440,2014-06-25
5762,2014-06-29
8430,2014-08-12
7520,2014-07-01
4852,2014-07-18
3052,2014-06-03
3490,2014-06-15
6736,2014-06-04
2746,2014-07-10
2226,2014-06-07
10616,2014-07-12
3470,2014-07-26
9582,2014-07-18
10052,2014-06-04
7622,2014-07-18
5088,2014-05-20
8832,2014-07-16
10194,2014-06-04
4440,2014-06-10
9926,2014-07-21
2192,2014-07-11
7078,2014-05-21
2194,2014-06-23
7148,2014-06-28
9416,2014-06-27
6972,2014-07-16
4578,2014-06-16
1370,2014-06-17
6714,2014-06-11
6192,2014-08-06
10756,2014-08-09
5170,2014-07-02
1982,2014-08-06
5840,2014-06-26
6598,2014-06-28
2916,2014-06-05
6668,2014-05-20
6870,2014-08-02
8110,2014-06-09
9132,2014-06-15
1336,2014-08-06
4910,2014-08-09
6532,2014-07-05
5494,2014-06-06
9210,2014-06-05
5506,2014-08-08
6850,2014-06-04
3172,2014-08-08
7896,2014-08-02
4162,2014-08-02
4388,2014-05-29
4748,2014-07-31
6266,2014-07-07
1374,2014-08-15
6798,2014-05-25
10500,2014-07-05
5196,2014-06-13
10872,2014-08-10
3242,2014-07-04
8198,2014-06-24
8914,2014-06-04
5966,2014-07-01
10384,2014-06-25
1324,2014-06-29
3872,2014-06-29
7726,2014-07-19
3400,2014-05-19
9426,2014-05-29
3848,2014-07-07
4318,2014-08-04
8820,2014-05-24
8230,2014-06-25
2432,2014-08-05
5506,2014-08-09
6774,2014-07-01
6356,2014-06-19
3560,2014-07-10
9046,2014-07-17
6068,2014-07-29
6556,2014-07-28
3708,2014-06-09
1142,2014-07-21
4638,2014-08-06
4720,2014-06-04
8848,2014-06-05
4456,2014-05-21
4430,2014-06-25
7774,2014-07-11
10034,2014-06-14
5388,2014-06-05
9116,2014-06-14
10196,2014-05-18
9280,2014-07-24
8492,2014-07-22
3870,2014-06-05
10384,2014-06-09
10350,2014-08-12
9790,2014-07-13
8894,2014-07-23
1136,2014-06-12
4002,2014-06-17
9122,2014-05-29
5244,2014-06-05
6146,2014-08-12
6542,2014-05-22
2572,2014-06-01
2800,2014-07-06
10452,2014-06-28
1114,2014-07-25
8618,2014-08-15
6592,2014-06-23
9832,2014-07-07
5790,2014-07-17
1084,2014-06-17
6442,2014-07-29
1124,2014-06-17
1892,2014-07-01
9724,2014-05-17
8744,2014-05-30
7424,2014-08-05
1904,2014-08-13
7430,2014-07-20
1754,2014-07-08
3414,2014-08-05
5152,2014-05-19
7790,2014-07-04
10970,2014-07-10
4766,2014-06-24
6566,2014-07-21
7892,2014-06-20
9052,2014-07-11
7014,2014-08-13
1414,2014-08-05
3516,2014-06-21
2466,2014-06-01
7134,2014-06-22
10904,2014-06-30
4324,2014-06-28
3382,2014-07-02
3210,2014-07-04
10992,2014-08-04
8280,2014-08-04
3922,2014-07-04
6510,2014-06-11
9760,2014-08-02
9230,2014-08-15
10780,2014-06-26
3648,2014-07-20
5830,2014-06-26
6534,2014-06-17
4062,2014-07-31
1182,2014-07-04
2928,2014-07-21
8402,2014-06-12
7372,2014-06-30
2094,2014-06-16
3048,2014-08-06
3522,2014-05-17
4272,2014-06-16
9584,2014-08-04
2130,2014-06-06
6268,2014-07-16
3614,2014-06-18
2408,2014-06-12
2076,2014-06-26
6506,2014-05-30
3058,2014-06-19
3854,2014-06-23
9960,2014-07-29
3860,2014-06-01
5506,2014-08-02
7108,2014-08-06
10342,2014-08-11
7348,2014-08-15
9074,2014-06-27
10196,2014-06-13
7282,2014-06-15
4098,2014-08-08
10528,2014-05-24
3534,2014-05-24
9144,2014-05-28
2942,2014-06-30
10494,2014-08-13
8858,2014-06-09
9146,2014-06-11
5344,2014-05-26
10504,2014-06-19
2452,2014-06-01
4580,2014-06-12
6172,2014-07-08
3718,2014-06-28
1854,2014-06-14
8704,2014-08-13
4444,2014-06-08
3814,2014-06-18
4434,2014-07-19
6944,2014-08-01
7920,2014-07-22
10166,2014-07-17
9526,2014-05-20
4268,2014-07-26
2740,2014-08-01
7254,2014-08-09
7842,2014-07-11
4706,2014-06-13
1204,2014-06-05
6154,2014-07-24
3556,2014-07-28
5690,2014-06-21
1290,2014-08-10
2914,2014-06-17
7840,2014-05-28
5228,2014-06-28
1822,2014-08-01
3160,2014-05-29
3542,2014-07-25
2902,2014-06-19
4912,2014-07-20
1664,2014-08-04
4740,2014-07-12
3514,2014-06-21
7186,2014-06-25
2722,2014-05-30
10478,2014-07-31
1842,2014-05-31
6630,2014-07-27
4982,2014-06-04
1268,2014-08-15
10014,2014-07-08
2574,2014-07-04
6284,2014-07-07
6428,2014-06-13
10012,2014-07-13
3092,2014-07-20
4822,2014-06-28
5088,2014-07-24
9894,2014-05-22
